Date,Day of Wk,SPX Close,Seasonal_rank,NPD 5 SMA,5dt,21dt,200d,Model,NPD,252d FWD%,126d FWD%,63d FWD%,21d FWD%,10d FWD%,5d FWD%,1d FWD%,Day of,VIX,5d FWD VIX,21d FWD VIX
8/28/2015,Friday,1988.87,3,-12,6,1,2075.4133,1,-11.82,9.63,-0.53,5.09,-5.27,-1.80,-3.40,-0.84,0.06,26.05,27.866,24.56136364
8/31/2015,Monday,1972.18,3,-13,10,1,2075.08295,0,-12.71,10.34,0.72,5.49,-2.64,0.30,-0.14,-2.96,-0.84,28.43,27.16,24.29409091
9/1/2015,Tuesday,1913.85,2,-12,9,0,2074.45555,0,-12.97,13.43,4.16,9.86,0.52,4.26,1.47,1.83,-2.96,31.4,26.126,23.81863636
9/2/2015,Wednesday,1948.86,1,-13,5,1,2074.00075,0,-15.26,11.39,2.62,6.70,0.13,2.12,0.18,0.12,1.83,26.09,25.782,23.52090909
9/3/2015,Thursday,1951.13,2,-13,2,0,2073.5498,1,-13.58,11.73,2.59,5.05,1.84,0.35,0.51,-1.53,0.12,25.61,25.3,23.23863636
9/4/2015,Friday,1921.22,3,-13,1,0,2072.8969,2,-11.18,13.81,3.02,8.87,3.06,2.38,1.66,2.51,-1.53,27.8,24.59,22.81136364
9/8/2015,Tuesday,1969.41,2,-14,4,1,2072.50035,1,-16.96,11.01,1.01,5.47,1.34,-1.35,0.44,-1.39,2.51,24.9,24.118,22.47136364
9/9/2015,Wednesday,1942.04,1,-14,7,0,2071.9468,0,-14.04,12.32,2.45,6.26,3.68,-0.17,2.74,0.53,-1.39,26.23,23.142,22.05545455
9/10/2015,Thursday,1952.29,3,-15,5,1,2071.39075,1,-18.68,8.99,3.58,4.88,3.21,-1.03,1.94,0.45,0.53,24.37,22.496,21.68272727
9/11/2015,Friday,1961.05,3,-15,5,1,2070.84895,1,-14.34,10.10,2.99,4.65,2.88,-1.52,-0.15,-0.41,0.45,23.2,22.312,21.43136364
9/14/2015,Monday,1953.03,2,-16,8,1,2070.27895,1,-15.99,8.91,3.22,3.04,2.59,-3.65,0.71,1.28,-0.41,24.25,21.49,21.14863636
9/15/2015,Tuesday,1978.09,2,-17,5,1,2069.80525,1,-19.68,7.47,2.48,2.22,0.82,-4.75,-1.79,0.87,1.28,22.54,21.47,20.85363636
9/16/2015,Wednesday,1995.31,1,-16,9,1,2069.444,-1,-11.46,7.62,2.27,2.41,1.43,-3.77,-2.83,-0.26,0.87,21.35,21.626,20.56727273
9/17/2015,Thursday,1990.2,0,-15,8,1,2069.1278,0,-11.95,7.48,2.98,4.16,2.16,-3.34,-2.91,-1.62,-0.26,21.14,22.092,20.28727273
9/18/2015,Friday,1958.03,0,-14,4,1,2068.5852,0,-11.38,9.25,4.78,4.28,3.86,-0.34,-1.36,0.46,-1.62,22.28,22.36,19.99045455
9/21/2015,Monday,1966.97,0,-13,6,1,2068.0484,0,-11.27,8.78,4.21,1.96,3.24,1.02,-4.33,-1.23,0.46,20.14,23.858,19.83409091
9/22/2015,Tuesday,1942.74,1,-12,2,3,2067.4025,0,-13.09,11.34,4.84,4.04,3.92,1.91,-3.02,-0.20,-1.23,22.44,24.736,19.47090909
9/23/2015,Wednesday,1938.76,2,-13,1,7,2066.71945,2,-19.41,12.30,5.01,5.17,5.87,2.94,-0.97,-0.34,-0.20,22.13,25.21,19.12227273
9/24/2015,Thursday,1932.24,2,-14,1,8,2066.0791,2,-12.77,12.03,5.42,6.83,7.40,4.20,-0.44,-0.05,-0.34,23.47,25.026,18.75045455
9/25/2015,Friday,1931.34,2,-13,2,3,2065.4367,1,-8.47,11.12,6.40,6.71,7.24,4.33,1.04,-2.57,-0.05,23.62,24.49,18.37818182
9/28/2015,Monday,1881.77,1,-13,0,1,2064.71485,1,-13.63,14.78,9.68,9.29,9.78,7.21,5.59,0.12,-2.57,27.63,22.872,17.77363636
9/29/2015,Tuesday,1884.09,2,-14,1,1,2063.95865,2,-14.62,15.25,9.32,10.31,10.95,6.35,5.09,1.91,0.12,26.83,21.386,17.21818182
9/30/2015,Wednesday,1920.03,5,-13,3,2,2063.54715,1,-14.83,12.04,7.96,7.46,8.82,3.87,3.95,0.20,1.91,24.5,20.166,16.78954545
10/1/2015,Thursday,1923.82,6,-12,3,4,2063.2181,1,-10.66,12.71,7.40,6.24,8.08,5.20,4.66,1.43,0.20,22.55,19.14,16.40772727
10/2/2015,Friday,1951.36,6,-13,7,4,2063.1112,1,-11.07,10.75,4.81,3.14,7.82,4.19,3.26,1.83,1.43,20.94,18.368,16.11681818
10/5/2015,Monday,1987.05,6,-12,10,6,2062.982,0,-10.18,8.23,4.01,1.49,6.18,2.35,1.53,-0.36,1.83,19.54,17.694,15.93363636
10/6/2015,Tuesday,1979.92,3,-11,10,7,2062.57545,0,-10.24,9.08,3.13,0.52,6.18,2.57,1.20,0.80,-0.36,19.4,17.348,15.73590909
10/7/2015,Wednesday,1995.83,5,-11,10,5,2062.20135,0,-10.39,8.26,2.59,-2.64,5.22,1.16,-0.08,0.88,0.80,18.4,17.274,15.55090909
10/8/2015,Thursday,2013.43,6,-10,10,8,2061.8758,0,-9.44,6.97,1.42,-4.54,4.26,1.94,0.52,0.07,0.88,17.42,17,15.51
10/9/2015,Friday,2014.89,4,-10,9,7,2061.5394,0,-9.16,7.38,2.32,-4.53,3.16,2.99,0.90,0.13,0.07,17.08,16.594,15.42863636
10/12/2015,Monday,2017.46,4,-10,8,7,2061.2173,1,-11.09,5.91,3.22,-3.90,3.19,2.66,0.80,-0.68,0.13,16.17,16.356,15.42363636
10/13/2015,Tuesday,2003.69,3,-11,7,7,2060.7919,1,-13.92,6.76,3.95,-5.66,3.56,3.10,1.35,-0.47,-0.68,17.67,15.972,15.45545455
10/14/2015,Wednesday,1994.24,3,-11,4,5,2060.31025,1,-9.38,6.94,4.34,-3.63,2.59,4.82,1.24,1.49,-0.47,18.03,15.706,15.54863636
10/15/2015,Thursday,2023.86,3,-11,6,5,2060.0278,1,-11.77,5.39,3.48,-7.09,-0.04,3.24,1.42,0.46,1.49,16.05,15.386,15.64454545
10/16/2015,Friday,2033.11,3,-11,6,6,2059.89885,1,-9.57,4.59,3.33,-7.47,0.99,2.27,2.07,0.03,0.46,15.05,15.268,15.81681818
10/19/2015,Monday,2033.66,2,-11,6,8,2059.77615,1,-8.85,5.21,3.38,-8.57,0.83,3.46,1.84,-0.14,0.03,14.98,15.33,15.90181818
10/20/2015,Tuesday,2030.77,5,-10,7,7,2059.8271,1,-11.34,5.59,2.99,-7.97,2.60,3.89,1.73,-0.58,-0.14,15.75,15.266,15.95818182
10/21/2015,Wednesday,2018.94,4,-10,7,8,2059.90875,1,-7.97,6.06,3.60,-5.55,3.09,4.13,3.54,1.66,-0.58,16.7,14.792,15.90227273
10/22/2015,Thursday,2052.51,3,-9,7,9,2060.0418,1,-9.08,4.32,1.72,-8.55,1.79,2.31,1.80,1.10,1.66,14.45,14.824,15.95545455
10/23/2015,Friday,2075.15,5,-10,8,10,2060.10685,1,-10.64,3.67,0.80,-8.27,0.55,1.16,0.20,-0.19,1.10,14.46,14.946,16.02227273
10/26/2015,Monday,2071.18,8,-10,8,9,2060.2387,1,-13.43,3.48,1.16,-9.09,0.87,0.36,1.59,-0.26,-0.19,15.29,14.718,16.01772727
10/27/2015,Tuesday,2065.89,9,-11,8,10,2060.42685,2,-11.96,3.56,0.48,-8.35,1.11,0.77,2.12,1.18,-0.26,15.43,14.54,16.00363636
10/28/2015,Wednesday,2090.35,8,-11,9,10,2060.76345,0,-12.26,2.04,-1.20,-7.18,-0.01,-0.73,0.57,-0.04,1.18,14.33,14.776,16.08545455
10/29/2015,Thursday,2089.41,8,-12,8,10,2061.15415,1,-10.72,1.77,-0.38,-7.18,-0.43,-2.08,0.50,-0.48,-0.04,14.61,14.864,16.08818182
10/30/2015,Friday,2079.36,8,-11,5,10,2061.5876,1,-8.82,2.25,-0.77,-8.48,1.12,-2.71,0.95,1.19,-0.48,15.07,14.716,16.12636364
11/2/2015,Monday,2104.05,8,-11,8,10,2062.01075,1,-12.66,0.36,-2.52,-9.10,-1.17,-2.42,-1.21,0.27,1.19,14.15,15.19,16.30636364
11/3/2015,Tuesday,2109.79,3,-11,8,9,2062.44695,1,-12.52,-0.56,-2.80,-9.21,-2.85,-2.81,-1.33,-0.35,0.27,14.54,15.34,16.31863636
11/4/2015,Wednesday,2102.31,1,-12,6,9,2062.7979,0,-14.27,-0.65,-2.15,-10.57,-0.51,-0.89,-1.30,-0.11,-0.35,15.51,15.45,16.33363636
11/5/2015,Thursday,2099.93,1,-12,5,9,2062.9818,0,-13.26,-0.70,-1.96,-11.74,-1.09,-0.89,-2.57,-0.03,-0.11,15.05,16.114,16.44954545
11/6/2015,Friday,2099.2,1,-13,6,8,2063.2187,0,-11.69,1.54,-0.71,-11.77,-1.70,-0.48,-3.63,-0.98,-0.03,14.33,17.264,16.68954545
11/9/2015,Monday,2078.58,2,-12,2,7,2063.32615,1,-8.78,2.93,-0.68,-10.91,-1.49,0.39,-1.22,0.15,-0.98,16.52,17.592,16.81772727
11/10/2015,Tuesday,2081.72,5,-12,2,7,2063.587,1,-14.47,3.92,-0.85,-12.14,-1.42,0.36,-1.50,-0.32,0.15,15.29,18.302,17.23136364
11/11/2015,Wednesday,2075,5,-12,2,8,2063.9512,1,-10.95,4.46,-1.37,-10.13,-3.02,0.67,0.41,-1.40,-0.32,16.06,18.46,17.53454545
11/12/2015,Thursday,2045.97,2,-12,1,7,2064.0748,2,-12.62,5.79,1.01,-7.35,-1.17,2.16,1.72,-1.12,-1.40,18.37,18.184,17.65181818
11/13/2015,Friday,2023.04,1,-12,0,4,2064.21505,1,-12.53,6.98,1.19,-4.76,1.01,2.84,3.27,1.49,-1.12,20.08,17.262,17.55090909
11/16/2015,Monday,2053.19,1,-13,2,5,2064.37675,0,-15.38,6.20,-0.27,-6.59,0.97,2.41,1.63,-0.13,1.49,18.16,16.754,17.58636364
11/17/2015,Tuesday,2050.44,2,-13,2,5,2064.3788,1,-13.13,6.17,-0.51,-6.47,-0.42,1.42,1.89,1.62,-0.13,18.84,16.172,17.67090909
11/18/2015,Wednesday,2083.58,6,-13,5,7,2064.58915,1,-10.65,4.97,-1.50,-6.63,-3.74,-1.63,0.25,-0.11,1.62,16.85,15.84,17.755
11/19/2015,Thursday,2081.24,8,-13,8,7,2064.68275,1,-13.2,4.84,-1.60,-7.69,-2.89,0.50,0.43,0.38,-0.11,16.99,15.466,17.73727273
11/20/2015,Friday,2089.17,10,-12,9,6,2064.85125,1,-9.9,5.22,-0.63,-7.63,-2.40,-0.58,-0.42,-0.12,0.38,15.47,15.598,17.74181818
11/23/2015,Monday,2086.59,10,-11,8,4,2065.0505,2,-10.11,5.58,0.19,-6.46,-1.07,-1.10,0.77,0.12,-0.12,15.62,15.408,17.74727273
11/24/2015,Tuesday,2089.14,10,-11,8,5,2065.15325,2,-10.97,5.53,0.05,-6.75,-1.35,-1.99,-0.46,-0.01,0.12,15.93,15.404,17.79181818
11/25/2015,Wednesday,2088.87,10,-11,5,5,2065.25495,2,-8.85,5.96,0.49,-7.50,-1.55,-1.75,-1.88,0.06,-0.01,15.19,15.988,17.83227273
11/27/2015,Friday,2090.11,9,-10,5,4,2065.2631,2,-11.45,5.34,0.33,-5.35,-0.56,-3.72,0.08,-0.46,0.06,15.12,15.926,17.93090909
11/30/2015,Monday,2080.41,8,-10,4,4,2065.1802,1,-9.11,5.97,0.91,-4.52,-0.82,-2.81,-0.16,1.07,-0.46,16.13,15.868,18.02545455
12/1/2015,Tuesday,2102.63,5,-10,6,5,2065.19165,1,-9.78,4.57,0.13,-5.19,-2.79,-2.82,-1.86,-1.10,1.07,14.67,16.454,18.29954545
12/2/2015,Wednesday,2079.51,6,-10,3,3,2065.0908,1,-10.08,5.37,0.94,-3.82,-3.21,-0.31,-1.53,-1.44,-1.10,15.91,17.194,18.45545455
12/3/2015,Thursday,2049.62,6,-10,2,2,2064.85165,1,-10.6,6.94,2.92,-2.34,-1.61,-0.38,0.13,2.05,-1.44,18.11,17.44,18.56818182
12/4/2015,Friday,2091.69,5,-10,5,3,2064.7586,1,-8.83,5.40,0.98,-5.38,-4.85,-4.12,-3.79,-0.70,2.05,14.81,19.356,19.03090909
12/7/2015,Monday,2077.07,4,-10,4,3,2064.59565,1,-9.83,6.51,2.02,-4.23,-6.45,-2.69,-2.65,-0.65,-0.70,15.84,20.734,19.53863636
12/8/2015,Tuesday,2063.59,5,-10,2,3,2064.3362,1,-12.48,8.61,2.51,-3.59,-6.86,-1.19,-0.98,-0.77,-0.65,17.6,21.404,19.84318182
12/9/2015,Wednesday,2047.62,6,-11,2,3,2064.005,1,-14.65,9.70,2.37,-1.24,-6.05,0.81,1.24,0.23,-0.77,19.61,21.054,19.97318182
12/10/2015,Thursday,2052.23,7,-12,5,3,2063.71245,1,-13.01,10.10,1.31,-1.59,-5.53,0.43,-0.50,-1.94,0.23,19.34,20.974,20.24045455
12/11/2015,Friday,2012.37,6,-13,0,2,2063.2518,2,-12.58,12.15,3.13,0.18,-6.07,2.19,-0.34,0.48,-1.94,24.39,20.236,20.22045455
12/14/2015,Monday,2021.94,9,-13,1,3,2062.77455,3,-11.93,12.35,2.45,0.26,-4.95,2.79,-0.04,1.06,0.48,22.73,19.43,20.41545455
12/15/2015,Tuesday,2043.41,10,-13,3,5,2062.4527,2,-12.98,10.27,1.69,-0.14,-7.98,0.98,-0.22,1.45,1.06,20.95,18.56,20.64727273
12/16/2015,Wednesday,2073.07,10,-12,7,5,2062.3254,2,-11.67,9.11,-0.09,-1.13,-9.25,-1.41,-0.42,-1.50,1.45,17.86,18.102,21.08954545
12/17/2015,Thursday,2041.89,10,-12,3,4,2062.02965,2,-11.79,10.59,2.03,0.48,-8.94,-1.43,0.94,-1.78,-1.50,18.94,17.462,21.44181818
12/18/2015,Friday,2005.55,10,-12,4,1,2061.7011,2,-11.68,12.81,4.16,2.21,-6.81,0.56,2.54,0.78,-1.78,20.7,16.704,21.51636364
12/21/2015,Monday,2021.15,10,-13,4,2,2061.4097,2,-14.75,12.35,3.18,0.77,-5.65,-1.53,2.83,0.88,0.78,18.7,16.18,21.76409091
12/22/2015,Tuesday,2038.97,9,-12,4,2,2061.38375,2,-9.69,11.09,3.65,-0.15,-7.94,-4.70,1.20,1.24,0.88,16.6,16.318,22.03227273
12/23/2015,Wednesday,2064.29,9,-11,4,3,2061.504,2,-8.12,9.53,-1.30,-1.32,-7.78,-6.89,-0.99,-0.16,1.24,15.57,16.846,22.375
12/24/2015,Thursday,2060.99,8,-10,6,3,2061.4792,1,-6.25,9.84,-2.93,-0.29,-8.64,-6.66,-2.34,-0.22,-0.16,15.74,17.838,22.67863636
12/28/2015,Monday,2056.5,7,-10,9,3,2061.4947,0,-11.85,10.33,-0.99,0.36,-7.93,-5.73,-1.93,1.06,-0.22,16.91,18.324,22.82818182
12/29/2015,Tuesday,2078.36,7,-9,9,3,2061.48055,0,-9.97,8.25,-0.37,-0.90,-6.65,-9.05,-4.24,-0.72,1.06,16.08,19.226,23.00545455
12/30/2015,Wednesday,2063.36,6,-9,7,3,2061.42595,1,-8.25,9.01,1.72,0.46,-6.01,-6.86,-5.83,-0.94,-0.72,17.29,20.766,23.21863636
12/31/2015,Thursday,2043.94,10,-9,3,2,2061.14815,2,-10.62,9.54,2.89,1.09,-6.89,-8.00,-5.96,-1.53,-0.94,18.21,22.526,23.375
1/4/2016,Monday,2012.66,6,-11,1,2,2060.7651,2,-14.51,12.18,3.77,1.62,-4.98,-6.53,-4.42,0.20,-1.53,20.7,23.246,23.42681818
1/5/2016,Tuesday,2016.71,3,-11,1,3,2060.30815,2,-12.87,12.60,4.12,2.48,-5.02,-7.80,-3.87,-1.31,0.20,19.34,23.872,23.61045455
1/6/2016,Wednesday,1990.26,2,-12,0,1,2059.73735,2,-13.43,14.01,5.41,2.60,-5.54,-6.09,-5.02,-2.37,-1.31,20.59,24.798,23.85636364
1/7/2016,Thursday,1943.09,5,-13,0,1,2058.9953,2,-13.88,17.18,9.61,5.38,-4.61,-1.86,-1.09,-1.08,-2.37,24.99,24.59,23.92681818
1/8/2016,Friday,1922.03,5,-13,0,1,2058.3002,2,-12.59,18.05,11.19,6.24,-3.63,-2.34,-2.17,0.09,-1.08,27.01,24.592,23.89409091
1/11/2016,Monday,1923.67,6,-14,0,1,2057.6378,2,-17.11,17.95,11.88,7.18,-3.73,-1.04,-2.20,0.78,0.09,24.3,24.942,24.06863636
1/12/2016,Tuesday,1938.68,5,-15,0,1,2057.0261,2,-17.37,17.36,11.03,7.41,-5.65,-2.87,-4.09,-2.50,0.78,22.47,25.966,24.20181818
1/13/2016,Wednesday,1890.28,6,-15,0,1,2056.0463,2,-15.14,20.11,14.47,10.18,-1.35,0.16,-1.13,1.67,-2.50,25.22,26.26,24.15136364
1/14/2016,Thursday,1921.84,3,-15,2,1,2055.31605,1,-14.32,18.36,12.48,8.27,-1.37,0.96,-0.78,-2.16,1.67,23.95,25.938,24.07681818
1/15/2016,Friday,1880.33,4,-16,1,0,2054.41925,2,-15.34,20.61,15.24,11.38,2.47,3.14,-0.17,0.05,-2.16,27.02,25.364,23.83227273
1/19/2016,Tuesday,1881.33,5,-16,1,0,2053.4911,2,-15.52,20.76,15.01,11.67,1.94,1.15,1.19,-1.17,0.05,26.05,24.654,23.58136364
1/20/2016,Wednesday,1859.33,4,-14,0,0,2052.38465,2,-11.25,21.75,16.87,13.07,3.14,2.86,1.27,0.52,-1.17,27.59,23.758,23.20818182
1/21/2016,Thursday,1868.99,7,-14,2,1,2051.34795,1,-14.63,21.53,15.85,11.90,4.09,2.49,1.30,2.03,0.52,26.69,22.904,22.94863636
1/22/2016,Friday,1906.9,7,-13,3,1,2050.47295,1,-10.45,18.79,14.06,9.68,0.75,-1.41,1.75,-1.56,2.03,22.34,22.476,22.875
1/25/2016,Monday,1877.08,8,-14,4,0,2049.40245,1,-18.69,21.47,15.52,11.23,2.81,-1.26,3.32,1.41,-1.56,24.15,21.642,22.64590909
1/26/2016,Tuesday,1903.63,8,-14,7,0,2048.4103,1,-16.38,20.74,13.95,9.88,2.53,-2.70,-0.03,-1.09,1.41,22.5,21.538,22.52363636
1/27/2016,Wednesday,1882.95,9,-15,7,0,2047.3629,2,-16.8,21.97,15.06,11.27,3.46,-1.65,1.57,0.55,-1.09,23.11,21.246,22.40727273
1/28/2016,Thursday,1893.36,9,-14,7,0,2046.3505,2,-10,21.20,14.61,9.64,2.05,-3.40,1.17,2.48,0.55,22.42,21.13,22.19272727
1/29/2016,Friday,1940.24,9,-15,8,1,2045.51855,2,-12.72,17.56,12.03,6.45,1.96,-3.89,-3.10,-0.04,2.48,20.2,21.766,22.05136364
2/1/2016,Monday,1939.38,9,-13,9,1,2044.6905,1,-10.23,17.51,11.93,7.32,2.43,-2.26,-4.43,-1.87,-0.04,19.98,22.97,21.90227273
2/2/2016,Tuesday,1903.03,7,-13,4,1,2043.79975,1,-17.39,19.79,13.35,8.43,4.75,1.25,-2.67,0.50,-1.87,21.98,23.882,21.66954545
2/3/2016,Wednesday,1912.53,5,-14,8,1,2042.8604,1,-20.37,19.26,13.14,7.25,4.57,0.28,-3.17,0.15,0.50,21.65,24.81,21.47409091
2/4/2016,Thursday,1915.45,7,-15,7,1,2041.9512,1,-13.87,19.94,12.99,7.06,4.51,0.12,-4.51,-1.85,0.15,21.84,26.07,21.33
2/5/2016,Friday,1880.05,7,-15,1,1,2040.81165,2,-14.02,21.94,16.11,9.42,5.28,3.48,-0.81,-1.42,-1.85,23.38,26.474,21.10090909
2/8/2016,Monday,1853.44,6,-16,0,1,2039.5142,2,-15.31,23.72,17.67,11.07,7.33,3.66,2.27,-0.07,-1.42,26,26.096,20.73954545
2/9/2016,Tuesday,1852.21,6,-16,1,1,2038.1868,2,-17.83,23.89,17.79,12.54,7.42,4.19,4.03,-0.02,-0.07,26.54,25.25,20.28318182
2/10/2016,Wednesday,1851.86,8,-15,1,1,2036.9015,2,-11.86,24.62,17.48,11.48,9.20,5.39,3.56,-1.23,-0.02,26.29,24.32,19.85727273
2/11/2016,Thursday,1829.08,6,-15,0,1,2035.4731,2,-17.59,26.63,19.50,12.85,10.42,6.50,4.85,1.95,-1.23,28.14,22.798,19.34363636
2/12/2016,Friday,1864.78,4,-15,3,3,2034.26275,1,-14.36,24.85,17.12,9.75,8.11,3.62,4.33,1.65,1.95,25.4,21.594,18.87045455
2/16/2016,Tuesday,1895.58,1,-15,9,3,2033.3131,-1,-13.9,23.32,15.54,9.03,6.94,4.37,1.36,1.65,1.65,24.11,20.968,18.43090909
2/17/2016,Wednesday,1926.82,2,-14,10,7,2032.40575,0,-12.73,21.92,13.04,6.25,5.90,3.09,0.15,-0.47,1.65,22.31,20.65,18.05409091
2/18/2016,Thursday,1917.83,4,-15,9,6,2031.42245,0,-16.54,22.39,13.79,6.77,6.87,3.94,1.77,0.00,-0.47,21.64,20.144,17.69727273
2/19/2016,Friday,1917.78,5,-14,10,7,2030.56405,0,-13.45,22.60,14.04,6.38,6.98,4.29,1.58,1.45,0.00,20.53,20,17.40818182
2/22/2016,Monday,1945.5,7,-14,10,8,2029.8908,0,-11.9,21.58,12.25,5.49,5.36,2.89,-0.68,-1.25,1.45,19.38,20.234,17.20636364
2/23/2016,Tuesday,1921.27,8,-13,7,5,2029.05715,1,-11.85,22.98,13.60,6.60,6.01,3.02,2.97,0.44,-1.25,20.98,19.578,16.92272727
2/24/2016,Wednesday,1929.8,7,-14,5,7,2028.12565,1,-18.7,22.49,13.32,7.58,5.50,3.08,2.94,1.13,0.44,20.72,18.852,16.67363636
2/25/2016,Thursday,1951.7,5,-14,8,7,2027.3575,1,-13.87,21.30,11.46,7.11,4.37,1.94,2.14,-0.19,1.13,19.11,18.37,16.43318182
2/26/2016,Friday,1948.05,7,-14,8,8,2026.60215,1,-14.35,21.65,11.52,7.29,5.49,3.81,2.67,-0.81,-0.19,19.81,17.78,16.14909091
2/29/2016,Monday,1932.23,8,-14,3,6,2025.7709,1,-13.11,22.33,12.26,8.63,6.82,4.52,3.60,2.39,-0.81,20.55,17.14,15.84909091
3/1/2016,Tuesday,1978.35,4,-14,9,6,2025.05715,0,-11.66,21.11,10.21,6.00,4.11,1.90,0.05,0.41,2.39,17.7,17.334,15.64
3/2/2016,Wednesday,1986.45,5,-14,9,7,2024.37575,0,-15.07,19.91,9.55,5.68,4.35,2.05,0.14,0.35,0.41,17.09,17.584,15.505
3/3/2016,Thursday,1993.4,6,-13,8,9,2023.69675,1,-12.28,19.55,8.91,5.61,3.65,2.37,-0.19,0.33,0.35,16.7,17.854,15.44681818
3/4/2016,Friday,1999.99,5,-13,9,8,2023.05755,0,-11.7,18.77,8.54,4.96,2.26,2.48,1.11,0.09,0.33,16.86,17.782,15.32090909
3/7/2016,Monday,2001.76,5,-13,9,8,2022.4371,0,-12.83,18.32,8.90,5.38,3.24,2.49,0.89,-1.12,0.09,17.35,17.696,15.26681818
3/8/2016,Tuesday,1979.26,7,-13,4,9,2021.6793,1,-15.42,19.39,10.47,6.71,3.17,3.56,1.85,0.51,-1.12,18.67,17.33,15.11636364
3/9/2016,Wednesday,1989.26,8,-13,5,10,2020.9953,1,-13.67,18.88,9.90,6.53,2.93,2.39,1.91,0.02,0.51,18.34,16.66,15.02181818
3/10/2016,Thursday,1989.57,9,-13,4,10,2020.42215,2,-12.95,19.25,9.64,6.33,2.63,2.33,2.56,1.64,0.02,18.05,15.938,14.87636364
3/11/2016,Friday,2022.19,10,-13,7,10,2019.9157,2,-9.81,17.37,5.22,3.65,1.95,0.73,1.35,-0.13,1.64,16.5,15.442,14.75545455
3/14/2016,Monday,2019.64,8,-13,6,10,2019.40995,1,-12.88,17.12,6.90,2.94,3.11,1.75,1.58,-0.18,-0.13,16.92,14.816,14.61
3/15/2016,Tuesday,2015.93,9,-13,8,10,2018.95265,2,-16.95,18.32,5.51,2.95,3.32,2.38,1.68,0.56,-0.18,16.84,14.282,14.46363636
3/16/2016,Wednesday,2027.22,8,-12,8,9,2018.5301,1,-9.35,17.47,4.86,2.18,2.64,1.60,0.47,0.66,0.56,14.99,14.272,14.38909091
3/17/2016,Thursday,2040.59,5,-12,9,9,2018.18505,0,-9.93,16.55,5.23,1.83,2.63,1.58,-0.23,0.44,0.66,14.44,14.332,14.33454545
3/18/2016,Friday,2049.58,5,-12,7,9,2017.8626,1,-13.21,15.80,4.37,1.06,2.50,0.81,-0.61,0.10,0.44,14.02,14.576,14.30090909
3/21/2016,Monday,2051.6,8,-13,8,9,2017.6414,1,-13.48,14.25,4.27,1.54,2.48,-0.31,0.17,-0.09,0.10,13.79,14.582,14.30818182
3/22/2016,Tuesday,2049.8,4,-11,8,9,2017.42625,1,-11.09,14.57,4.39,1.91,2.03,0.82,0.69,-0.64,-0.09,14.17,14.46,14.265
3/23/2016,Wednesday,2036.71,4,-12,5,9,2017.2134,1,-13.08,15.18,6.21,2.39,2.69,0.26,1.13,-0.04,-0.64,14.94,14.262,14.22590909
3/24/2016,Thursday,2035.94,3,-12,4,9,2016.99235,1,-11.6,15.13,6.94,3.80,2.55,0.57,1.81,0.05,-0.04,14.74,13.934,14.19045455
3/28/2016,Monday,2037.05,4,-12,3,8,2016.6516,1,-11.91,14.95,6.27,0.02,2.68,0.24,1.43,0.88,0.05,15.24,13.71,14.12363636
3/29/2016,Tuesday,2055.01,4,-12,5,9,2016.38235,1,-11.35,14.77,4.43,-2.65,1.95,0.33,-0.48,0.44,0.88,13.82,14.03,14.18727273
3/30/2016,Wednesday,2063.95,5,-12,6,9,2016.23155,1,-9.76,14.40,4.65,-1.35,0.57,0.89,0.13,-0.20,0.44,13.56,14.136,14.28454545
3/31/2016,Thursday,2059.74,8,-11,7,8,2016.1081,1,-10.16,14.97,5.42,0.54,0.27,1.12,-0.87,0.63,-0.20,13.95,14.578,14.31772727
4/1/2016,Friday,2072.78,6,-10,8,8,2015.99055,1,-9.11,13.99,3.78,1.26,0.42,0.38,-1.21,-0.32,0.63,13.1,15.03,14.43136364
4/4/2016,Monday,2066.13,3,-10,7,8,2015.819,1,-10.28,14.17,4.94,1.78,-0.13,1.37,-1.17,-1.01,-0.32,14.12,15.458,14.51909091
4/5/2016,Tuesday,2045.17,5,-11,3,6,2015.43865,1,-14.31,15.40,5.67,2.12,0.29,2.72,0.81,1.05,-1.01,15.42,15.344,14.54136364
4/6/2016,Wednesday,2066.66,5,-11,5,7,2015.222,1,-9.41,13.85,4.06,1.60,-0.78,1.73,0.76,-1.20,1.05,14.09,15.294,14.57
4/7/2016,Thursday,2041.91,3,-12,3,7,2014.8173,1,-14.44,15.46,5.77,2.74,0.75,2.43,2.00,0.28,-1.20,16.16,14.806,14.49772727
4/8/2016,Friday,2047.6,3,-12,2,7,2014.4343,1,-11.2,15.04,5.53,4.02,0.54,2.15,1.62,-0.27,0.28,15.36,14.458,14.41909091
4/11/2016,Monday,2041.99,3,-13,2,7,2014.10135,1,-14.15,15.43,5.47,4.66,2.08,2.24,2.56,0.97,-0.27,16.26,13.876,14.34772727
4/12/2016,Tuesday,2061.72,5,-13,6,6,2013.8984,1,-13.87,14.17,4.94,4.39,0.13,1.45,1.90,1.00,0.97,14.85,13.554,14.32772727
4/13/2016,Wednesday,2082.42,6,-13,6,7,2013.80305,1,-10.85,12.61,2.61,3.36,-0.88,0.61,0.96,0.02,1.00,13.84,13.442,14.38227273
4/14/2016,Thursday,2082.78,9,-12,8,7,2013.92875,2,-11.97,11.82,2.71,3.89,-1.74,-0.33,0.42,-0.10,0.02,13.72,13.488,14.42590909
